collection_id,collection_name,doi,published_at,dataset_id,dataset_version_id,cell_count,species,tissue,disease,assay,suspension,matched_cell_types,all_cell_types,assets,collection_url
60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,2021-03-16T04:36:35+00:00,aa0b5adb-957d-4f15-ab83-2c5cc2843f77,87a64267-6d5c-4e36-9c5a-5fef3988116b,4992,Homo sapiens,ileum,normal,Visium Spatial Gene Expression V1,na,inhibitory motor neuron|interneuron|neuroendocrine cell,dendritic cell|enteric smooth muscle cell|enterocyte|fibroblast|gut endothelial cell|inhibitory motor neuron|interneuron|interstitial cell of Cajal|intestinal crypt stem cell of large intestine|intestinal crypt stem cell of small intestine|intestine goblet cell|leukocyte|macrophage|myofibroblast cell|neuroendocrine cell|pericyte|progenitor cell|secretory cell|transit amplifying cell of colon|transit amplifying cell of small intestine|unknown,https://datasets.cellxgene.cziscience.com/87a64267-6d5c-4e36-9c5a-5fef3988116b.h5ad,https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e
60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,2021-03-16T04:36:35+00:00,9dfd2243-74d6-4924-86bd-c206ca9287b1,74af8a22-0e68-4483-8a09-9ec5b5961b94,4992,Homo sapiens,colon,normal,Visium Spatial Gene Expression V1,na,enteroendocrine cell|glial cell|inhibitory motor neuron|motor neuron|neuroendocrine cell,B cell|dendritic cell|enteric smooth muscle cell|enterocyte|enteroendocrine cell|erythroid lineage cell|fibroblast|glial cell|group 3 innate lymphoid cell|gut absorptive cell|gut endothelial cell|inhibitory motor neuron|interstitial cell of Cajal|intestinal crypt stem cell of large intestine|intestinal crypt stem cell of small intestine|intestine goblet cell|leukocyte|macrophage|motor neuron|myofibroblast cell|naive T cell|natural killer cell|neural cell|neuroendocrine cell|pericyte|plasmacytoid dendritic cell|progenitor cell|secretory cell|transit amplifying cell of colon|transit amplifying cell of small intestine|unknown,https://datasets.cellxgene.cziscience.com/74af8a22-0e68-4483-8a09-9ec5b5961b94.h5ad,https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e
60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,2021-03-16T04:36:35+00:00,774de9c6-9752-4e39-89a9-2a88c869d52a,40fe3e03-cb51-4aae-8dad-5cefa50c6350,4992,Homo sapiens,colon,normal,Visium Spatial Gene Expression V1,na,enteroendocrine cell|glial cell|inhibitory motor neuron|interneuron,enteric smooth muscle cell|enterocyte|enteroendocrine cell|fibroblast|glial cell|group 3 innate lymphoid cell|gut absorptive cell|gut endothelial cell|inhibitory motor neuron|interneuron|interstitial cell of Cajal|intestinal crypt stem cell of large intestine|intestine goblet cell|leukocyte|macrophage|mesothelial cell|monocyte|myofibroblast cell|naive T cell|neural cell|pericyte|precursor B cell|unknown,https://datasets.cellxgene.cziscience.com/40fe3e03-cb51-4aae-8dad-5cefa50c6350.h5ad,https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e
60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,2021-03-16T04:36:35+00:00,4506d9e3-4543-4464-aeae-b0b04eee1cea,7f17c607-720a-4127-902a-551195bc901e,4992,Homo sapiens,colon,normal,Visium Spatial Gene Expression V1,na,enteroendocrine cell|glial cell|inhibitory motor neuron,B cell|dendritic cell|enteric smooth muscle cell|enterocyte|enteroendocrine cell|erythroid lineage cell|fibroblast|glial cell|group 3 innate lymphoid cell|gut absorptive cell|gut endothelial cell|inhibitory motor neuron|interstitial cell of Cajal|intestinal crypt stem cell of large intestine|intestinal crypt stem cell of small intestine|intestine goblet cell|leukocyte|macrophage|monocyte|myofibroblast cell|naive T cell|neural cell|pericyte|plasmacytoid dendritic cell|progenitor cell|secretory cell|transit amplifying cell of colon|transit amplifying cell of small intestine|unknown,https://datasets.cellxgene.cziscience.com/7f17c607-720a-4127-902a-551195bc901e.h5ad,https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e
60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,2021-03-16T04:36:35+00:00,2d66790a-6621-4a49-8f0d-4002db5cc98d,9a78f716-552d-4f25-a7d5-95bbf44d4d05,4992,Homo sapiens,colon,normal,Visium Spatial Gene Expression V1,na,glial cell|inhibitory motor neuron|motor neuron,enteric smooth muscle cell|enterocyte|fibroblast|glial cell|gut absorptive cell|gut endothelial cell|inhibitory motor neuron|interstitial cell of Cajal|intestinal crypt stem cell of large intestine|intestinal crypt stem cell of small intestine|intestine goblet cell|leukocyte|mesothelial cell|motor neuron|myofibroblast cell|neural cell|pericyte|progenitor cell|secretory cell|transit amplifying cell of colon|unknown,https://datasets.cellxgene.cziscience.com/9a78f716-552d-4f25-a7d5-95bbf44d4d05.h5ad,https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e
60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,2021-03-16T04:36:35+00:00,08e94873-c2a6-4f7d-ab72-aeaff3e3f929,0232e99c-00dd-4919-a26a-4545715a599f,4992,Homo sapiens,ileum,normal,Visium Spatial Gene Expression V1,na,interneuron|motor neuron|neuroendocrine cell,enteric smooth muscle cell|enterocyte|fibroblast|group 3 innate lymphoid cell|gut absorptive cell|gut endothelial cell|interneuron|interstitial cell of Cajal|intestinal crypt stem cell of large intestine|intestinal crypt stem cell of small intestine|intestine goblet cell|leukocyte|monocyte|motor neuron|myofibroblast cell|neuroendocrine cell|pericyte|progenitor cell|secretory cell|unknown,https://datasets.cellxgene.cziscience.com/0232e99c-00dd-4919-a26a-4545715a599f.h5ad,https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e
e2a4a67f-6a18-431a-ab9c-6e77dd31cc80,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,10.1016/j.celrep.2018.11.086,2021-06-29T16:14:55+00:00,e2a3c32d-71e2-4f38-b19c-dfcb8729cf46,5f504bb1-30d6-471c-a666-0ceda60177be,24544,Homo sapiens,peripheral zone of prostate|transition zone of prostate,normal,10x 3' v2,cell,neuroendocrine cell,basal cell of prostate epithelium|epithelial cell of urethra|luminal cell of prostate epithelium|neuroendocrine cell|secretory cell,https://datasets.cellxgene.cziscience.com/5f504bb1-30d6-471c-a666-0ceda60177be.h5ad,https://cellxgene.cziscience.com/collections/e2a4a67f-6a18-431a-ab9c-6e77dd31cc80
e2a4a67f-6a18-431a-ab9c-6e77dd31cc80,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,10.1016/j.celrep.2018.11.086,2021-06-29T16:14:55+00:00,c3fe3c1e-5bf8-4678-b74a-79899243ad41,13907b46-3c3c-4092-bb6d-7b3cdb0cf7a6,28702,Homo sapiens,peripheral zone of prostate|transition zone of prostate,normal,10x 3' v2,cell,neuroendocrine cell,basal cell of prostate epithelium|epithelial cell of urethra|fibroblast of connective tissue of prostate|leukocyte|luminal cell of prostate epithelium|neuroendocrine cell|prostate gland microvascular endothelial cell|secretory cell|smooth muscle cell of prostate,https://datasets.cellxgene.cziscience.com/13907b46-3c3c-4092-bb6d-7b3cdb0cf7a6.h5ad,https://cellxgene.cziscience.com/collections/e2a4a67f-6a18-431a-ab9c-6e77dd31cc80
59c9ecfe-c47d-4a6a-bab0-895cc0c1942b,Dysregulation of brain and choroid plexus cell types in severe COVID-19,10.1038/s41586-021-03710-0,2024-02-07T17:08:41+00:00,595c9010-99ec-462d-b6a1-2b2fe5407871,6dd04cc1-f4b6-49c4-b34c-56508ea8af8c,27092,Homo sapiens,choroid plexus,COVID-19|aspiration pneumonia|influenza|malignant pancreatic neoplasm,10x 3' v3,nucleus,glial cell,cerebral cortex endothelial cell|choroid plexus epithelial cell|ependymal cell|glial cell|macrophage|mesenchymal cell|neural cell,https://datasets.cellxgene.cziscience.com/6dd04cc1-f4b6-49c4-b34c-56508ea8af8c.h5ad,https://cellxgene.cziscience.com/collections/59c9ecfe-c47d-4a6a-bab0-895cc0c1942b
3b8b7fec-ed65-4483-9579-9f98f5a93a74,Epithelium-enriched single cell transcriptomes from the ascending colon of pediatric and adult control subjects,10.1016/j.jcmgh.2025.101665,2026-02-12T19:48:49+00:00,944dedde-03e5-456d-996d-7250f7247b85,517c552c-48ff-4f15-9f23-55a70f3f054b,25641,Homo sapiens,right colon,normal,10x 3' v3,cell,neuronal receptor cell,"B cell|CD4-positive, alpha-beta memory T cell|CD8-positive, alpha-beta memory T cell|endothelial cell|epithelial cell|fibroblast|macrophage|mast cell|mature NK T cell|monocyte|myofibroblast cell|neuronal receptor cell|plasma cell",https://datasets.cellxgene.cziscience.com/517c552c-48ff-4f15-9f23-55a70f3f054b.h5ad,https://cellxgene.cziscience.com/collections/3b8b7fec-ed65-4483-9579-9f98f5a93a74
3b8b7fec-ed65-4483-9579-9f98f5a93a74,Epithelium-enriched single cell transcriptomes from the ascending colon of pediatric and adult control subjects,10.1016/j.jcmgh.2025.101665,2026-02-12T19:48:49+00:00,5d4415d1-cfcd-4b43-b2b2-138b5afd68af,45566c3d-0484-4b2b-858b-8aea1783f21f,35957,Homo sapiens,right colon,normal,10x 3' v3,cell,neuronal receptor cell,"B cell|CD4-positive, alpha-beta memory T cell|CD8-positive, alpha-beta memory T cell|endothelial cell|epithelial cell|fibroblast|macrophage|mast cell|mature NK T cell|monocyte|myofibroblast cell|neuronal receptor cell|plasma cell",https://datasets.cellxgene.cziscience.com/45566c3d-0484-4b2b-858b-8aea1783f21f.h5ad,https://cellxgene.cziscience.com/collections/3b8b7fec-ed65-4483-9579-9f98f5a93a74
a137437b-d284-4a27-b1e9-36958a8f92c1,"Tabula Microcebus: A transcriptomic cell atlas of mouse lemur, an emerging primate model organism",10.1038/s41586-025-09113-9,2025-11-11T21:05:02+00:00,f71eeea6-aa46-4d14-a53e-fb862806acee,377252d7-7eb6-4d1f-a146-18694c793d41,1560,Microcebus murinus,colon,normal,10x 3' v2|Smart-seq2,cell,intestinal enteroendocrine cell,"CD8-positive, alpha-beta T cell|enterocyte of epithelium of large intestine|epithelial cell of large intestine|fibroblast|intestinal enteroendocrine cell|large intestine goblet cell|mesothelial cell|myeloid cell|neutrophil|unknown",https://datasets.cellxgene.cziscience.com/377252d7-7eb6-4d1f-a146-18694c793d41.h5ad,https://cellxgene.cziscience.com/collections/a137437b-d284-4a27-b1e9-36958a8f92c1
a137437b-d284-4a27-b1e9-36958a8f92c1,"Tabula Microcebus: A transcriptomic cell atlas of mouse lemur, an emerging primate model organism",10.1038/s41586-025-09113-9,2025-11-11T21:05:02+00:00,ed839584-54ea-4914-ab0d-4ecc5a649bf1,361a0105-3715-408a-b8ba-a60a04449d22,5053,Microcebus murinus,cardiac muscle tissue|heart|heart left ventricle|heart right ventricle|left cardiac atrium|right cardiac atrium,normal,10x 3' v2|Smart-seq2,cell,neuron,Purkinje myocyte|T cell|cardiac muscle cell|endothelial cell|endothelial cell of lymphatic vessel|erythroid lineage cell|fibroblast|mesothelial cell|mesothelial cell of epicardium|myeloid cell|natural killer cell|neuron|neutrophil|nodal myocyte|pericyte|plasma cell|pulmonary alveolar type 2 cell|regular atrial cardiac myocyte|regular ventricular cardiac myocyte|unknown|vascular associated smooth muscle cell,https://datasets.cellxgene.cziscience.com/361a0105-3715-408a-b8ba-a60a04449d22.h5ad,https://cellxgene.cziscience.com/collections/a137437b-d284-4a27-b1e9-36958a8f92c1
a137437b-d284-4a27-b1e9-36958a8f92c1,"Tabula Microcebus: A transcriptomic cell atlas of mouse lemur, an emerging primate model organism",10.1038/s41586-025-09113-9,2025-11-11T21:05:02+00:00,d3bbb7e6-40df-4a4f-bfe0-49001bc06396,af24ba8a-0c53-4aa6-b7c8-cf1bfec15b41,34084,Microcebus murinus,lung,normal,10x 3' v2|Smart-seq2,cell,myelinating Schwann cell|non-myelinating Schwann cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|alveolar macrophage|basal cell of epithelium of bronchus|basophil|brush cell of bronchus|capillary endothelial cell|ciliated cell|club cell|conventional dendritic cell|dendritic cell|endothelial cell|endothelial cell of artery|endothelial cell of lymphatic vessel|eosinophil|epithelial cell of uterus|erythroid lineage cell|erythroid progenitor cell|fibroblast|fibroblast of lung|granulocyte monocyte progenitor cell|hematopoietic precursor cell|innate lymphoid cell|lymphocyte|macrophage|mature NK T cell|megakaryocyte progenitor cell|mesothelial cell|monocyte|myelinating Schwann cell|myofibroblast cell|natural killer cell|neutrophil|non-myelinating Schwann cell|pericyte|plasma cell|plasmacytoid dendritic cell|platelet|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|unknown|vascular associated smooth muscle cell|vein endothelial cell",https://datasets.cellxgene.cziscience.com/af24ba8a-0c53-4aa6-b7c8-cf1bfec15b41.h5ad,https://cellxgene.cziscience.com/collections/a137437b-d284-4a27-b1e9-36958a8f92c1
a137437b-d284-4a27-b1e9-36958a8f92c1,"Tabula Microcebus: A transcriptomic cell atlas of mouse lemur, an emerging primate model organism",10.1038/s41586-025-09113-9,2025-11-11T21:05:02+00:00,bdf0abdf-f1a5-4480-a30b-1e34eaee53bb,faa09ce6-3023-483a-a72e-33b8999d41e8,7244,Microcebus murinus,urinary bladder,normal,10x 3' v2|Smart-seq2,cell,myelinating Schwann cell|non-myelinating Schwann cell,"B cell|CD4-positive, alpha-beta T cell|adipocyte|basophil|bladder urothelial cell|capillary endothelial cell|conventional dendritic cell|dendritic cell|endothelial cell of artery|endothelial cell of lymphatic vessel|fibroblast|innate lymphoid cell|lymphocyte|macrophage|mesothelial cell|monocyte|myelinating Schwann cell|myofibroblast cell|neutrophil|non-myelinating Schwann cell|pericyte|plasma cell|plasmacytoid dendritic cell|smooth muscle cell|unknown|vascular associated smooth muscle cell|vein endothelial cell",https://datasets.cellxgene.cziscience.com/faa09ce6-3023-483a-a72e-33b8999d41e8.h5ad,https://cellxgene.cziscience.com/collections/a137437b-d284-4a27-b1e9-36958a8f92c1
a137437b-d284-4a27-b1e9-36958a8f92c1,"Tabula Microcebus: A transcriptomic cell atlas of mouse lemur, an emerging primate model organism",10.1038/s41586-025-09113-9,2025-11-11T21:05:02+00:00,a7b46d3a-c85e-4ec2-b5c0-04fa3e50d28b,c2cb4260-9389-4392-8b35-5b867ef1ec85,6235,Microcebus murinus,small intestine,normal,10x 3' v2|Smart-seq2,cell,intestinal enteroendocrine cell|non-myelinating Schwann cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|M cell of gut|T cell|basophil|capillary endothelial cell|conventional dendritic cell|dendritic cell|endothelial cell of artery|endothelial cell of lymphatic vessel|enterocyte of epithelium of small intestine|eosinophil|epithelial cell of small intestine|fibroblast|innate lymphoid cell|interstitial cell of Cajal|intestinal enteroendocrine cell|intestinal tuft cell|lymphocyte|macrophage|mature NK T cell|mesothelial cell|myeloid cell|natural killer cell|neutrophil|non-myelinating Schwann cell|pericyte|plasma cell|small intestine goblet cell|smooth muscle cell|unknown|vascular associated smooth muscle cell|vein endothelial cell",https://datasets.cellxgene.cziscience.com/c2cb4260-9389-4392-8b35-5b867ef1ec85.h5ad,https://cellxgene.cziscience.com/collections/a137437b-d284-4a27-b1e9-36958a8f92c1
a137437b-d284-4a27-b1e9-36958a8f92c1,"Tabula Microcebus: A transcriptomic cell atlas of mouse lemur, an emerging primate model organism",10.1038/s41586-025-09113-9,2025-11-11T21:05:02+00:00,8f67108f-1f78-4148-a14a-bff85c58f19b,ddfa35f1-b7e5-4fc8-acd9-c4f11d95ed97,13318,Microcebus murinus,adipose tissue|brown adipose tissue|gonadal fat pad|mesenteric fat pad|subcutaneous adipose tissue,normal,10x 3' v2,cell,non-myelinating Schwann cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|adipocyte|basophil|capillary endothelial cell|conventional dendritic cell|dendritic cell|endothelial cell|endothelial cell of artery|endothelial cell of lymphatic vessel|epithelial cell|erythroid lineage cell|fibroblast|granulosa cell|macrophage|mature NK T cell|mesothelial cell|monocyte|myofibroblast cell|natural killer cell|neutrophil|non-myelinating Schwann cell|pancreatic acinar cell|pericyte|plasma cell|reticular cell|smooth muscle cell|tendon cell|unknown|urothelial cell|vascular associated smooth muscle cell|vein endothelial cell",https://datasets.cellxgene.cziscience.com/ddfa35f1-b7e5-4fc8-acd9-c4f11d95ed97.h5ad,https://cellxgene.cziscience.com/collections/a137437b-d284-4a27-b1e9-36958a8f92c1
a137437b-d284-4a27-b1e9-36958a8f92c1,"Tabula Microcebus: A transcriptomic cell atlas of mouse lemur, an emerging primate model organism",10.1038/s41586-025-09113-9,2025-11-11T21:05:02+00:00,586f4422-94a9-4452-b90c-6278df433763,d830839c-0b58-4759-8977-bcb89e964db4,14855,Microcebus murinus,kidney,normal,10x 3' v2|Smart-seq2,cell,non-myelinating Schwann cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|adipocyte|basophil|capillary endothelial cell|conventional dendritic cell|dendritic cell|endothelial cell of lymphatic vessel|epithelial cell of proximal tubule|erythroid progenitor cell|fibroblast|glomerular endothelial cell|granulocyte monocyte progenitor cell|innate lymphoid cell|kidney collecting duct intercalated cell|kidney distal convoluted tubule epithelial cell|kidney loop of Henle epithelial cell|kidney loop of Henle thick ascending limb epithelial cell|kidney loop of Henle thin ascending limb epithelial cell|kidney loop of Henle thin descending limb epithelial cell|kidney proximal convoluted tubule epithelial cell|kidney proximal straight tubule epithelial cell|lymphocyte|macrophage|macula densa epithelial cell|mature NK T cell|mesothelial cell|monocyte|myofibroblast cell|natural killer cell|neutrophil|non-myelinating Schwann cell|pericyte|plasma cell|plasmacytoid dendritic cell|podocyte|renal alpha-intercalated cell|renal beta-intercalated cell|renal intercalated cell|renal principal cell|reticular cell|stromal cell|unknown|urothelial cell|vasa recta ascending limb cell|vasa recta descending limb cell|vascular associated smooth muscle cell",https://datasets.cellxgene.cziscience.com/d830839c-0b58-4759-8977-bcb89e964db4.h5ad,https://cellxgene.cziscience.com/collections/a137437b-d284-4a27-b1e9-36958a8f92c1
a137437b-d284-4a27-b1e9-36958a8f92c1,"Tabula Microcebus: A transcriptomic cell atlas of mouse lemur, an emerging primate model organism",10.1038/s41586-025-09113-9,2025-11-11T21:05:02+00:00,555bce6a-563b-4b9b-b496-3dbff30e756b,a86b3955-8949-47c1-847f-cff83737c333,8172,Microcebus murinus,pancreas,normal,10x 3' v2|Smart-seq2,cell,non-myelinating Schwann cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|adipocyte|capillary endothelial cell|conventional dendritic cell|dendritic cell|endothelial cell of artery|endothelial cell of lymphatic vessel|epithelial cell of exocrine pancreas|fibroblast|lymphocyte|macrophage|mature NK T cell|mesothelial cell|monocyte|natural killer cell|neutrophil|non-myelinating Schwann cell|pancreatic A cell|pancreatic D cell|pancreatic PP cell|pancreatic acinar cell|pancreatic ductal cell|pancreatic endocrine cell|pericyte|plasma cell|plasmacytoid dendritic cell|reticular cell|stromal cell|type B pancreatic cell|unknown|vascular associated smooth muscle cell|vein endothelial cell",https://datasets.cellxgene.cziscience.com/a86b3955-8949-47c1-847f-cff83737c333.h5ad,https://cellxgene.cziscience.com/collections/a137437b-d284-4a27-b1e9-36958a8f92c1
625f6bf4-2f33-4942-962e-35243d284837,LungMAP — Human data from a broad age healthy donor group,10.7554/eLife.62522,2021-03-16T23:28:52+00:00,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,92167705-4b81-4c4b-a0b5-abe08910415e,46500,Homo sapiens,lung,normal,10x 3' v3,nucleus,pulmonary neuroendocrine cell,B cell|T cell|alveolar macrophage|basal cell|blood vessel endothelial cell|chondrocyte|ciliated cell|club cell|dendritic cell|endothelial cell|endothelial cell of artery|enucleate erythrocyte|epithelial cell|fibroblast|goblet cell|macrophage|mast cell|monocyte|myofibroblast cell|natural killer cell|pericyte|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|pulmonary neuroendocrine cell|smooth muscle cell|unknown|vascular associated smooth muscle cell|vein endothelial cell,https://datasets.cellxgene.cziscience.com/92167705-4b81-4c4b-a0b5-abe08910415e.h5ad,https://cellxgene.cziscience.com/collections/625f6bf4-2f33-4942-962e-35243d284837
b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,2022-10-04T23:05:32+00:00,fd072bc3-2dfb-46f8-b4e3-467cb3223182,df38503b-8dba-4800-957d-6613747924bb,908046,Homo sapiens,bone marrow|gut wall|kidney|liver|mesenteric lymph node|skin of body|spleen|thymus|yolk sac,normal,10x 3' v2|10x 5' v1,cell,enteroendocrine cell|glial cell|neuron,"B-1 B cell|B-2 B cell|CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell|Kupffer cell|Langerhans cell|T cell|cell of skeletal muscle|chondrocyte|common dendritic progenitor|common myeloid progenitor|dendritic cell|double negative thymocyte|double-positive, alpha-beta thymocyte|early lymphoid progenitor|endothelial cell|enteroendocrine cell|epithelial cell|epithelial cell of nephron|erythrocyte|eurydendroid cell|fibroblast|fraction A pre-pro B cell|glial cell|granulocyte|granulocyte monocyte progenitor cell|group 2 innate lymphoid cell|group 3 innate lymphoid cell|hematopoietic multipotent progenitor cell|hematopoietic stem cell|hepatocyte|immature B cell|innate lymphoid cell|interstitial cell of Cajal|keratinocyte|large pre-B-II cell|late pro-B cell|macrophage|mast cell|mature B cell|megakaryocyte|megakaryocyte-erythroid progenitor cell|melanocyte|mesothelial cell|monocyte|myelocyte|myofibroblast cell|naive thymus-derived CD4-positive, alpha-beta T cell|naive thymus-derived CD8-positive, alpha-beta T cell|natural killer cell|neuron|neutrophil|osteoblast|osteoclast|plasma cell|plasmacytoid dendritic cell|pre-conventional dendritic cell|pro-B cell|promonocyte|promyelocyte|regulatory T cell|skeletal muscle satellite cell|small pre-B-II cell|smooth muscle cell|stromal cell|unknown|vascular associated smooth muscle cell",https://datasets.cellxgene.cziscience.com/df38503b-8dba-4800-957d-6613747924bb.h5ad,https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561
b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,2022-10-04T23:05:32+00:00,d0c12af4-c0e4-4c7b-873a-70752b449689,dbec7f42-587b-4ae4-932e-21dae985908f,318656,Homo sapiens,bone marrow|gut wall|kidney|liver|mesenteric lymph node|skin of body|spleen|thymus|yolk sac,normal,10x 3' v2|10x 5' v1,cell,enteroendocrine cell|glial cell|neuron,cell of skeletal muscle|chondrocyte|endothelial cell|enteroendocrine cell|epithelial cell|epithelial cell of nephron|eurydendroid cell|fibroblast|glial cell|hepatocyte|interstitial cell of Cajal|keratinocyte|melanocyte|mesothelial cell|myofibroblast cell|neuron|osteoblast|skeletal muscle satellite cell|smooth muscle cell|stromal cell|unknown|vascular associated smooth muscle cell,https://datasets.cellxgene.cziscience.com/dbec7f42-587b-4ae4-932e-21dae985908f.h5ad,https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561
9c9ce98a-6b02-4262-9407-1ebb2de31f63,Integrated multi-omic characterization of congenital heart disease,10.1038/s41586-022-04989-3,2026-05-01T17:47:50+00:00,9928ad5f-6afd-4fb0-89b0-6690e2a2ce25,beb6ae0c-c47b-4a8d-9f8d-39a43f5853bd,157293,Homo sapiens,heart,congenital heart disease|dilated cardiomyopathy|hypertrophic cardiomyopathy|hypoplastic left heart syndrome|tetralogy of fallot,10x 3' v3,nucleus,neuron,T cell|adipocyte|cardiac muscle cell|cardiocyte|endocardial cell|endothelial cell|endothelial cell of lymphatic vessel|epicardial adipocyte|fibroblast of cardiac tissue|macrophage|mast cell|neuron|pericyte|vascular associated smooth muscle cell,https://datasets.cellxgene.cziscience.com/beb6ae0c-c47b-4a8d-9f8d-39a43f5853bd.h5ad,https://cellxgene.cziscience.com/collections/9c9ce98a-6b02-4262-9407-1ebb2de31f63
6b701826-37bb-4356-9792-ff41fc4c3161,Single-Nucleus Analysis of Human White Adipose Tissue Reveals Adipocyte Subsets with Distinct Metabolic Profiles,10.1101/2025.09.14.673351,2023-05-15T04:48:37+00:00,9d8e5dca-03a3-457d-b7fb-844c75735c83,3d0f967f-ad82-4470-a46d-6d156ad13e42,72335,Homo sapiens,subcutaneous abdominal adipose tissue|visceral abdominal adipose tissue,normal,10x 3' v3,nucleus,Schwann cell|neuron associated cell,Schwann cell|adipocyte|endothelial cell|endothelial cell of lymphatic vessel|fibro/adipogenic progenitor cell|hematopoietic cell|lymphocyte|macrophage|mast cell|mesothelial cell|myeloid cell|neuron associated cell|pericyte|smooth muscle cell|unknown,https://datasets.cellxgene.cziscience.com/3d0f967f-ad82-4470-a46d-6d156ad13e42.h5ad,https://cellxgene.cziscience.com/collections/6b701826-37bb-4356-9792-ff41fc4c3161
e276e3e2-197a-4524-abd1-a753a48dc33a,Human Lung Allografts Experience Persistent Fibrogenic Shift Following Acute Cellular Rejection,10.1016/j.healun.2026.02.1666,2026-02-27T18:10:28+00:00,10c0c666-bd99-4a5c-b697-f1be835f5427,af6e81be-e65c-4821-987e-e0eb6c8acd59,56676,Homo sapiens,lung,acute graft versus host disease|normal,10x 3' v3|10x 5' v1|10x 5' v2,cell,neuroendocrine cell,"CD141-positive myeloid dendritic cell|CD1c-positive myeloid dendritic cell|T cell|T follicular helper cell|alveolar adventitial fibroblast|alveolar capillary type 2 endothelial cell|alveolar type 1 fibroblast cell|basal cell|capillary endothelial cell|ciliated epithelial cell|classical monocyte|club cell|dendritic cell|effector T cell|endothelial cell of artery|endothelial cell of lymphatic vessel|exhausted T cell|fibroblast|gamma-delta T cell|goblet cell|helper T cell|innate lymphoid cell|intermediate monocyte|ionocyte|lung resident memory CD8-positive, CD103-positive, alpha-beta T cell|macrophage|mast cell|memory B cell|mesothelial cell|microvascular endothelial cell|mucosal-associated invariant T cell|mucus secreting cell|myofibroblast cell|naive B cell|naive thymus-derived CD4-positive, alpha-beta T cell|naive thymus-derived CD8-positive, alpha-beta T cell|natural killer cell|neuroendocrine cell|neutrophil|non-classical monocyte|pericyte|plasma cell|plasmacytoid dendritic cell|platelet|progenitor cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|regulatory T cell|serous secreting cell|smooth muscle cell|vein endothelial cell",https://datasets.cellxgene.cziscience.com/af6e81be-e65c-4821-987e-e0eb6c8acd59.h5ad,https://cellxgene.cziscience.com/collections/e276e3e2-197a-4524-abd1-a753a48dc33a
