collection_id,collection_name,doi,published_at,dataset_id,dataset_version_id,cell_count,species,tissue,disease,assay,suspension,matched_cell_types,all_cell_types,assets,collection_url
3a5dbf8a-9b3e-4309-b4c5-d8a024f83734,Bronchopulmonary Dysplasia,,2025-02-03T17:14:54+00:00,d68a8b48-abf0-4bd5-8834-155d34ec448a,83bbeaaf-f5e0-42ac-be8a-dbc4e0c0d433,271381,Homo sapiens,middle lobe of right lung,bronchopulmonary dysplasia|normal,10x 3' v3,nucleus,pulmonary neuroendocrine cell,"B cell|CD8-positive, alpha-beta cytotoxic T cell|alveolar adventitial fibroblast|alveolar capillary type 1 endothelial cell|alveolar capillary type 2 endothelial cell|alveolar macrophage|alveolar type 1 fibroblast cell|basal cell|brush cell of tracheobronchial tree|ciliated cell|classical monocyte|conventional dendritic cell|endothelial cell of artery|endothelial cell of respiratory system lymphatic vessel|goblet cell|helper T cell|lung interstitial macrophage|lung megakaryocyte|lung secretory cell|mast cell|mature conventional dendritic cell|mesothelial cell of pleura|mucus secreting cell of tracheobronchial tree submucosal gland|natural killer cell|non-classical monocyte|pericyte|plasma cell|plasmacytoid dendritic cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|pulmonary neuroendocrine cell|regulatory T cell|secondary crest myofibroblast|secretory cell|serous secreting cell|tracheobronchial smooth muscle cell|vascular associated smooth muscle cell|vein endothelial cell|vein endothelial cell of respiratory system",https://datasets.cellxgene.cziscience.com/83bbeaaf-f5e0-42ac-be8a-dbc4e0c0d433.h5ad,https://cellxgene.cziscience.com/collections/3a5dbf8a-9b3e-4309-b4c5-d8a024f83734
7f7fdf50-aa0e-4a6f-979c-53655cac9d5d,IBDverse: Cell type-resolved genetic variation shapes inflammatory bowel disease risk,10.1038/s41586-026-10627-z,2026-06-08T20:30:06+00:00,0e5c75da-7bc9-4a2c-83fc-ef1e378bd5f9,e3460364-c300-4616-9923-3a0224894998,1852681,Homo sapiens,blood|ileum|rectum,Crohn disease|normal,10x 3' v3,cell,enterochromaffin-like cell|glial cell|intestinal enteroendocrine cell,"B cell|BEST4+ colonocyte|BEST4+ enterocyte|CD4-positive, CD25-positive, alpha-beta regulatory T cell|CD4-positive, alpha-beta T cell|CD4-positive, alpha-beta memory T cell|CD4-positive, alpha-beta memory T cell, CD45RO-positive|CD8-positive, alpha-beta memory T cell, CD45RO-positive|anorectum goblet cell|central memory CD4-positive, alpha-beta T cell|classical monocyte|colonocyte|conventional dendritic cell|double negative thymocyte|early colonocyte|effector memory CD8-positive, alpha-beta T cell|effector memory CD8-positive, alpha-beta T cell, terminally differentiated|enterochromaffin-like cell|enterocyte of epithelium proper of ileum|fibroblast|gamma-delta T cell|glial cell|granzyme K-associated CD8 T cell|gut endothelial cell|ileal goblet cell|innate lymphoid cell|intermediate monocyte|intestinal crypt stem cell of colon|intestinal crypt stem cell of small intestine|intestinal enteroendocrine cell|intestinal tuft cell|mast cell|memory B cell|monocyte|myofibroblast cell|naive B cell|naive thymus-derived CD8-positive, alpha-beta T cell|natural killer cell|non-classical monocyte|paneth cell of epithelium of small intestine|pericyte|plasma cell|plasmablast|plasmacytoid dendritic cell|platelet|subepithelial intestinal fibroblast|tissue-resident macrophage|vascular associated smooth muscle cell",https://datasets.cellxgene.cziscience.com/e3460364-c300-4616-9923-3a0224894998.h5ad,https://cellxgene.cziscience.com/collections/7f7fdf50-aa0e-4a6f-979c-53655cac9d5d
43d4bb39-21af-4d05-b973-4c1fed7b916c,Transcriptional Programming of Normal and Inflamed Human Epidermis at Single-Cell Resolution,10.1016/j.celrep.2018.09.006,2022-10-31T18:01:30+00:00,f512b8b6-369d-4a85-a695-116e0806857f,688f626d-bb26-40dd-8465-83022a5b2c5f,68036,Homo sapiens,skin of prepuce of penis|skin of scalp|skin of trunk,normal,10x 3' v2,cell,Merkel cell,Merkel cell|basal cell of epidermis|granular cell of epidermis|hair follicular keratinocyte|hematopoietic cell|keratinocyte|melanocyte|spinous cell of epidermis,https://datasets.cellxgene.cziscience.com/688f626d-bb26-40dd-8465-83022a5b2c5f.h5ad,https://cellxgene.cziscience.com/collections/43d4bb39-21af-4d05-b973-4c1fed7b916c
68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,2024-08-15T15:41:10+00:00,f7af19e4-fc64-46d0-ab3c-d4f70dd670f4,7a9397d6-dbd5-400e-bd35-e31793ade49c,4992,Homo sapiens,rectosigmoid junction,colorectal cancer,Visium Spatial Gene Expression V1,na,enteroglial cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|IgG plasma cell|M1 macrophage|T follicular helper cell|conventional dendritic cell|endothelial stalk cell|endothelial tip cell|enterocyte|enteroglial cell|goblet cell|macrophage|malignant cell|mast cell|myofibroblast cell|pericyte|regulatory T cell|smooth muscle cell|stromal cell|transit amplifying cell of colon|unknown",https://datasets.cellxgene.cziscience.com/7a9397d6-dbd5-400e-bd35-e31793ade49c.h5ad,https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba
68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,2024-08-15T15:41:10+00:00,a73f7983-c94b-4005-aaed-30d35b61688a,7e26f8dc-2b00-4b6a-9f1f-25a1ba853599,4992,Homo sapiens,caecum,colorectal cancer,Visium Spatial Gene Expression V1,na,enteroglial cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|M1 macrophage|T follicular helper cell|conventional dendritic cell|endothelial cell|endothelial stalk cell|endothelial tip cell|enterocyte|enteroglial cell|gamma-delta T cell|goblet cell|macrophage|malignant cell|mast cell|myofibroblast cell|pericyte|regulatory T cell|smooth muscle cell|stromal cell|transit amplifying cell of colon|unknown",https://datasets.cellxgene.cziscience.com/7e26f8dc-2b00-4b6a-9f1f-25a1ba853599.h5ad,https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba
68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,2024-08-15T15:41:10+00:00,7ba1a805-0afe-4264-b21e-0ce2ef1aa3bd,caed233d-e71f-4db2-9bac-d306f8828544,4992,Homo sapiens,rectum,colorectal cancer,Visium Spatial Gene Expression V1,na,enteroglial cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|IgA plasma cell|IgG plasma cell|M1 macrophage|T follicular helper cell|conventional dendritic cell|endothelial cell of lymphatic vessel|endothelial stalk cell|endothelial tip cell|enterocyte|enteroglial cell|goblet cell|macrophage|malignant cell|mast cell|myofibroblast cell|pericyte|regulatory T cell|smooth muscle cell|stromal cell|transit amplifying cell of colon|unknown",https://datasets.cellxgene.cziscience.com/caed233d-e71f-4db2-9bac-d306f8828544.h5ad,https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba
68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,2024-08-15T15:41:10+00:00,74e80fd1-d9cd-4132-af0f-9c5d37489392,447b545b-e3ca-43b0-bb0b-022bf5c6c47d,4992,Homo sapiens,sigmoid colon,colorectal cancer,Visium Spatial Gene Expression V1,na,enteroglial cell,"CD8-positive, alpha-beta T cell|IgG plasma cell|M1 macrophage|endothelial stalk cell|enterocyte|enteroglial cell|macrophage|malignant cell|mast cell|myofibroblast cell|pericyte|smooth muscle cell|stromal cell|unknown",https://datasets.cellxgene.cziscience.com/447b545b-e3ca-43b0-bb0b-022bf5c6c47d.h5ad,https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba
68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,2024-08-15T15:41:10+00:00,729f397a-0812-4b52-a7d1-b377107ffb41,a316235e-621b-4c0f-88d2-e4edba3dc1b0,4992,Homo sapiens,right colon,colorectal cancer,Visium Spatial Gene Expression V1,na,enteroglial cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|IgG plasma cell|M1 macrophage|T follicular helper cell|conventional dendritic cell|endothelial cell of lymphatic vessel|enterocyte|enteroglial cell|goblet cell|macrophage|malignant cell|mast cell|myofibroblast cell|natural killer cell|pericyte|regulatory T cell|smooth muscle cell|stromal cell|transit amplifying cell of colon|unknown",https://datasets.cellxgene.cziscience.com/a316235e-621b-4c0f-88d2-e4edba3dc1b0.h5ad,https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba
68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,2024-08-15T15:41:10+00:00,297b5b89-6197-4135-acff-501c8d4199d0,9ff3a1ac-8e44-4c39-a578-e2ab93853b6c,4992,Homo sapiens,rectosigmoid junction,colorectal cancer,Visium Spatial Gene Expression V1,na,enteroglial cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|IgA plasma cell|IgG plasma cell|M1 macrophage|T follicular helper cell|conventional dendritic cell|endothelial cell|endothelial cell of lymphatic vessel|endothelial stalk cell|endothelial tip cell|enterocyte|enteroglial cell|goblet cell|macrophage|malignant cell|mast cell|myofibroblast cell|natural killer cell|pericyte|regulatory T cell|smooth muscle cell|stromal cell|transit amplifying cell of colon|unknown",https://datasets.cellxgene.cziscience.com/9ff3a1ac-8e44-4c39-a578-e2ab93853b6c.h5ad,https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba
68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,2024-08-15T15:41:10+00:00,15b98664-a52b-4877-aed9-03f4d73d2d2c,4f43fbfe-b88a-4010-9d5f-359afafe80e0,4992,Homo sapiens,rectum,colorectal cancer,Visium Spatial Gene Expression V1,na,enteroglial cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|IgA plasma cell|IgG plasma cell|conventional dendritic cell|endothelial cell of lymphatic vessel|endothelial stalk cell|endothelial tip cell|enterocyte|enteroglial cell|goblet cell|macrophage|malignant cell|mast cell|myofibroblast cell|pericyte|regulatory T cell|smooth muscle cell|stromal cell|transit amplifying cell of colon|unknown",https://datasets.cellxgene.cziscience.com/4f43fbfe-b88a-4010-9d5f-359afafe80e0.h5ad,https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba
03608e22-227a-4492-910b-3cb3f16f952e,iPain atlas,10.1038/s41467-024-52052-8,2024-07-19T16:00:52+00:00,facc0385-978b-4a16-a9ec-c7961292e10f,cdca77c2-db26-431a-9f51-36cfb7675b87,14057,Mus musculus,trigeminal ganglion,normal|peripheral neuropathy,10x 3' v3|BD Rhapsody Whole Transcriptome Analysis|Drop-seq|Smart-seq3|inDrop,cell|nucleus,trigeminal neuron,trigeminal neuron,https://datasets.cellxgene.cziscience.com/cdca77c2-db26-431a-9f51-36cfb7675b87.h5ad,https://cellxgene.cziscience.com/collections/03608e22-227a-4492-910b-3cb3f16f952e
03608e22-227a-4492-910b-3cb3f16f952e,iPain atlas,10.1038/s41467-024-52052-8,2024-07-19T16:00:52+00:00,f8c4782a-5be8-4de6-81b6-ec57ead9c7b5,cd8f7735-09d8-4f58-b4d0-820184dc1b6b,70963,Mus musculus,dorsal root ganglion,"normal|peripheral neuropathy, non-human animal",10x 3' transcription profiling|10x 3' v2|10x 3' v3|10x multiome|Smart-seq2|Smart-seq3|inDrop,nucleus|cell,sensory neuron of dorsal root ganglion,sensory neuron of dorsal root ganglion,https://datasets.cellxgene.cziscience.com/cd8f7735-09d8-4f58-b4d0-820184dc1b6b.h5ad,https://cellxgene.cziscience.com/collections/03608e22-227a-4492-910b-3cb3f16f952e
03608e22-227a-4492-910b-3cb3f16f952e,iPain atlas,10.1038/s41467-024-52052-8,2024-07-19T16:00:52+00:00,e1b09351-423f-471b-998f-ff865cd2ca74,313a03f1-52d1-42aa-830c-d5185a7990a8,70963,Mus musculus,dorsal root ganglion,"normal|peripheral neuropathy, non-human animal",10x 3' transcription profiling|10x 3' v2|10x 3' v3|10x multiome|Smart-seq2|Smart-seq3|inDrop,nucleus|cell,sensory neuron of dorsal root ganglion,sensory neuron of dorsal root ganglion,https://datasets.cellxgene.cziscience.com/313a03f1-52d1-42aa-830c-d5185a7990a8.h5ad,https://cellxgene.cziscience.com/collections/03608e22-227a-4492-910b-3cb3f16f952e
03608e22-227a-4492-910b-3cb3f16f952e,iPain atlas,10.1038/s41467-024-52052-8,2024-07-19T16:00:52+00:00,b6f472f1-a58d-43a7-a898-2d6822a0b2b2,9e592a91-b992-4f54-9bbe-2f53dd3308da,191798,Mus musculus,dorsal root ganglion,normal|peripheral neuropathy,10x 3' v2|10x 3' v3|10x multiome|Smart-seq2|Smart-seq3|inDrop,nucleus|cell,glial cell|sensory neuron of dorsal root ganglion,B cell|connective tissue cell|endothelial cell|fibroblast|glial cell|macrophage|neutrophil|pericyte|sensory neuron of dorsal root ganglion|smooth muscle cell,https://datasets.cellxgene.cziscience.com/9e592a91-b992-4f54-9bbe-2f53dd3308da.h5ad,https://cellxgene.cziscience.com/collections/03608e22-227a-4492-910b-3cb3f16f952e
03608e22-227a-4492-910b-3cb3f16f952e,iPain atlas,10.1038/s41467-024-52052-8,2024-07-19T16:00:52+00:00,5d6d404a-86f9-419e-9928-56276904819c,40e0cedc-9c3c-4b1c-890d-96cc36743db2,84658,Mus musculus,trigeminal ganglion,normal|peripheral neuropathy,10x 3' v3|BD Rhapsody Whole Transcriptome Analysis|Drop-seq|Smart-seq3|inDrop,cell|nucleus,glial cell|trigeminal neuron,B cell|connective tissue cell|endothelial cell|fibroblast|glial cell|macrophage|neutrophil|pericyte|smooth muscle cell|trigeminal neuron,https://datasets.cellxgene.cziscience.com/40e0cedc-9c3c-4b1c-890d-96cc36743db2.h5ad,https://cellxgene.cziscience.com/collections/03608e22-227a-4492-910b-3cb3f16f952e
03608e22-227a-4492-910b-3cb3f16f952e,iPain atlas,10.1038/s41467-024-52052-8,2024-07-19T16:00:52+00:00,023d4d04-4671-4433-af8d-158a05c81d8b,8fc0b710-45f8-4cb8-b6db-fbadd5ed5ab5,70963,Mus musculus,dorsal root ganglion,"normal|peripheral neuropathy, non-human animal",10x 3' transcription profiling|10x 3' v2|10x 3' v3|10x multiome|Smart-seq2|Smart-seq3|inDrop,nucleus|cell,sensory neuron of dorsal root ganglion,sensory neuron of dorsal root ganglion,https://datasets.cellxgene.cziscience.com/8fc0b710-45f8-4cb8-b6db-fbadd5ed5ab5.h5ad,https://cellxgene.cziscience.com/collections/03608e22-227a-4492-910b-3cb3f16f952e
e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,2022-08-05T15:46:12+00:00,83b5e943-a1d5-4164-b3f2-f7a37f01b524,73b3b585-499e-4336-9ff8-2913d106c8b4,7999,Homo sapiens,apex of heart|heart left ventricle|heart right ventricle|interventricular septum,arrhythmogenic right ventricular cardiomyopathy|dilated cardiomyopathy|non-compaction cardiomyopathy|normal,10x 3' v2|10x 3' v3,nucleus,cardiac neuron,cardiac neuron,https://datasets.cellxgene.cziscience.com/73b3b585-499e-4336-9ff8-2913d106c8b4.h5ad,https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb
e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,2022-08-05T15:46:12+00:00,65badd7a-9262-4fd1-9ce2-eb5dc0ca8039,6d0b8b8a-2b22-4578-b8ee-8ca4ab893594,881081,Homo sapiens,apex of heart|heart left ventricle|heart right ventricle|interventricular septum,arrhythmogenic right ventricular cardiomyopathy|dilated cardiomyopathy|non-compaction cardiomyopathy|normal,10x 3' v2|10x 3' v3,nucleus,cardiac neuron,adipocyte|cardiac muscle cell|cardiac neuron|endothelial cell|fibroblast of cardiac tissue|lymphocyte|mast cell|mural cell|myeloid cell|unknown,https://datasets.cellxgene.cziscience.com/6d0b8b8a-2b22-4578-b8ee-8ca4ab893594.h5ad,https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb
5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,2023-03-31T22:15:55+00:00,fe4b89d5-461e-440c-a5a8-621b37b122c0,6a6b7339-106f-420b-95ae-c8d2d91f9945,154136,Homo sapiens,epithelium of small intestine|ileal epithelium|ileum|ileum lamina propria|lamina propria of small intestine|small intestine,Crohn disease|normal,10x 3' v2|10x 3' v3,cell,type EC enteroendocrine cell|type L enteroendocrine cell,enterocyte|epithelial cell|goblet cell|paneth cell|stem cell|tuft cell|type EC enteroendocrine cell|type L enteroendocrine cell,https://datasets.cellxgene.cziscience.com/6a6b7339-106f-420b-95ae-c8d2d91f9945.h5ad,https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7
5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,2023-03-31T22:15:55+00:00,6cf3634d-e911-44ad-bf52-c747a9af3c01,7e56f1b8-a16a-450d-9938-1d084bc52841,39433,Homo sapiens,ascending colon|caecum lamina propria|colon|colonic epithelium|descending colon|lamina propria of mucosa of colon|sigmoid colon|sigmoid colon epithelium|sigmoid colon lamina propria|transverse colon epithelium|transverse colon lamina propria,Crohn disease|normal,10x 3' v1|10x 3' v2|10x 3' v3,cell,glial cell,endothelial cell|fibroblast|glial cell|lymphocyte|myofibroblast cell|pericyte|stromal cell,https://datasets.cellxgene.cziscience.com/7e56f1b8-a16a-450d-9938-1d084bc52841.h5ad,https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7
5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,2023-03-31T22:15:55+00:00,5ce42b38-d867-487f-9b40-e8bb00b21d0b,333491b4-ca9b-4369-8706-38f7bb5bcd46,97788,Homo sapiens,ascending colon|caecum epithelium|caecum lamina propria|colon|colonic epithelium|descending colon|lamina propria of mucosa of colon|sigmoid colon|sigmoid colon epithelium|sigmoid colon lamina propria|transverse colon epithelium|transverse colon lamina propria,Crohn disease|normal,10x 3' v1|10x 3' v2|10x 3' v3,cell,enteroendocrine cell,enterocyte|enteroendocrine cell|epithelial cell|goblet cell|paneth cell|stem cell|tuft cell,https://datasets.cellxgene.cziscience.com/333491b4-ca9b-4369-8706-38f7bb5bcd46.h5ad,https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7
5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,2023-03-31T22:15:55+00:00,0f4865d5-8000-4f68-8ac7-f5efea9e5e70,34217af0-2b64-464b-9a5c-59b292938b37,75695,Homo sapiens,ileal epithelium|ileum|ileum lamina propria|lamina propria of small intestine|small intestine,Crohn disease|normal,10x 3' v2|10x 3' v3,cell,glial cell,endothelial cell|fibroblast|glial cell|lymphocyte|myofibroblast cell|pericyte,https://datasets.cellxgene.cziscience.com/34217af0-2b64-464b-9a5c-59b292938b37.h5ad,https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7
a96133de-e951-4e2d-ace6-59db8b3bfb1d,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,2024-10-02T22:24:18+00:00,9237e573-980a-4be6-b028-0f01cc064956,55185bb7-deba-497f-bb8e-a2fe098bdcc7,10892,Homo sapiens,liver,breast cancer,Slide-seqV2,na,neuron,T cell|blood vessel endothelial cell|blood vessel smooth muscle cell|endothelial cell of hepatic sinusoid|fibroblast|hepatic stellate cell|hepatocyte|macrophage|malignant cell|mature NK T cell|neuron,https://datasets.cellxgene.cziscience.com/55185bb7-deba-497f-bb8e-a2fe098bdcc7.h5ad,https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d
a96133de-e951-4e2d-ace6-59db8b3bfb1d,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,2024-10-02T22:24:18+00:00,71513028-e4a0-4c62-a435-16598791690a,79a15872-c7b9-402b-8e0c-a9dd669c366b,12258,Homo sapiens,liver,breast cancer,10x 3' v3,nucleus,neuron,T cell|blood vessel endothelial cell|blood vessel smooth muscle cell|endothelial cell of hepatic sinusoid|fibroblast|hepatic stellate cell|hepatocyte|macrophage|malignant cell|mature NK T cell|neuron,https://datasets.cellxgene.cziscience.com/79a15872-c7b9-402b-8e0c-a9dd669c366b.h5ad,https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d
fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,10.1002/pros.24020,2021-07-06T19:44:59+00:00,8b2e5453-faf7-46ea-9073-aea69b283cb7,b11b78b1-af0f-45d2-986c-bfaaa96d1291,28847,Homo sapiens,peripheral zone of prostate|transition zone of prostate,benign prostatic hyperplasia|normal,10x 3' v2,cell,neuroendocrine cell,basal cell of prostate epithelium|epithelial cell of urethra|leukocyte|luminal cell of prostate epithelium|neuroendocrine cell|prostate gland microvascular endothelial cell|prostate stromal cell|secretory cell|smooth muscle cell of prostate,https://datasets.cellxgene.cziscience.com/b11b78b1-af0f-45d2-986c-bfaaa96d1291.h5ad,https://cellxgene.cziscience.com/collections/fbc5881f-1ee3-4ffe-8095-35e15e1a08fc
fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,10.1002/pros.24020,2021-07-06T19:44:59+00:00,88c483bf-477d-4be5-90d3-4fb101dd601f,b4b41921-bb1d-4c49-80bc-25d5612283f4,25186,Homo sapiens,peripheral zone of prostate|transition zone of prostate,benign prostatic hyperplasia|normal,10x 3' v2,cell,neuroendocrine cell,basal cell of prostate epithelium|epithelial cell of urethra|luminal cell of prostate epithelium|neuroendocrine cell|secretory cell,https://datasets.cellxgene.cziscience.com/b4b41921-bb1d-4c49-80bc-25d5612283f4.h5ad,https://cellxgene.cziscience.com/collections/fbc5881f-1ee3-4ffe-8095-35e15e1a08fc
20eea6c8-9d64-42c9-9b6f-c11b5249e0e9,Single-cell genomics improves the discovery of risk variants and genes of atrial fibrillation,10.1038/s41467-023-40505-5,2024-07-01T17:15:54+00:00,2e9d2f32-4cfb-49b5-b990-cbf4c241214e,f35a8c3f-b3a0-4373-a4cd-c937db7f7ec2,49359,Homo sapiens,apex of heart|heart left ventricle|heart right ventricle|interventricular septum,normal,10x 3' v3,nucleus,cardiac neuron,cardiac endothelial cell|cardiac muscle cell|cardiac neuron|fibroblast of cardiac tissue|lymphocyte|myeloid cell|pericyte|smooth muscle cell,https://datasets.cellxgene.cziscience.com/f35a8c3f-b3a0-4373-a4cd-c937db7f7ec2.h5ad,https://cellxgene.cziscience.com/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9
328d71f0-0ed7-4518-966f-be6bd0797324,The cellular and molecular cardiac tissue responses in human inflammatory cardiomyopathies after SARS-CoV-2 infection and COVID-19 vaccination,10.1038/s44161-025-00612-6,2025-05-06T17:41:05+00:00,fe7aae33-6f7c-41a5-8d29-9996a9ddf1ab,5ca4319d-488f-444d-b383-e909fe0783d4,205596,Homo sapiens,apex of heart|heart left ventricle,myocarditis|normal,10x 3' v2|10x 3' v3,nucleus,cardiac neuron,adipocyte|cardiac endothelial cell|cardiac muscle cell|cardiac neuron|fibroblast of cardiac tissue|lymphocyte|mast cell|mural cell|myeloid cell,https://datasets.cellxgene.cziscience.com/5ca4319d-488f-444d-b383-e909fe0783d4.h5ad,https://cellxgene.cziscience.com/collections/328d71f0-0ed7-4518-966f-be6bd0797324
793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,2022-11-07T16:46:31+00:00,1a2e3350-28a8-4f49-b33c-5b67ceb001f6,47362a52-4a8c-48ae-8968-00d4e57d1dfc,103228,Homo sapiens,bone marrow,normal,10x 3' v2|10x 5' v1,cell,Schwann cell,"CD14-positive monocyte|CD16-negative, CD56-bright natural killer cell, human|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|Schwann cell|adipocyte|basophil|basophil mast progenitor cell|chondrocyte|common dendritic progenitor|common myeloid progenitor|dendritic cell|early lymphoid progenitor|endosteal cell|endothelial cell|endothelial cell of sinusoid|endothelial tip cell|eosinophil|erythrocyte|fibroblast|fraction A pre-pro B cell|granulocyte monocyte progenitor cell|hematopoietic multipotent progenitor cell|immature B cell|immature innate lymphoid cell|immature natural killer cell|lymphoid lineage restricted progenitor cell|macrophage|macrophage dendritic cell progenitor|mast cell|mature NK T cell|megakaryocyte|megakaryocyte-erythroid progenitor cell|muscle cell|muscle precursor cell|myelocyte|myeloid lineage restricted progenitor cell|myofibroblast cell|naive B cell|natural killer cell|neutrophil|osteoblast|osteoclast|plasmacytoid dendritic cell|precursor B cell|precursor cell|preosteoblast|primitive red blood cell|pro-B cell|progenitor cell|promonocyte|promyelocyte|regulatory T cell",https://datasets.cellxgene.cziscience.com/47362a52-4a8c-48ae-8968-00d4e57d1dfc.h5ad,https://cellxgene.cziscience.com/collections/793fdaec-5067-428a-a9db-ecefe135c945
e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,A molecular single-cell lung atlas of lethal COVID-19,10.1038/s41586-021-03569-1,2023-03-31T22:56:30+00:00,d8da613f-e681-4c69-b463-e94f5e66847f,1792df55-7cfe-4564-afcf-4bb3ffb73bc0,116313,Homo sapiens,lung,COVID-19|normal,10x 3' v3,nucleus,neuron,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|alveolar adventitial fibroblast|alveolar macrophage|brush cell of tracheobronchial tree|capillary endothelial cell|club cell|dendritic cell|endothelial cell|endothelial cell of artery|epithelial cell|fibroblast|lung goblet cell|lung multiciliated epithelial cell|macrophage|mast cell|mesothelial fibroblast|monocyte|mucus secreting cell|natural killer cell|neuron|pericyte|plasma cell|pulmonary alveolar type 2 cell|regulatory T cell|respiratory basal cell|tracheobronchial smooth muscle cell|vascular associated smooth muscle cell|vein endothelial cell",https://datasets.cellxgene.cziscience.com/1792df55-7cfe-4564-afcf-4bb3ffb73bc0.h5ad,https://cellxgene.cziscience.com/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10
